,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
10,1.32,"14 km SSE of Tres Pinos, California",1095760593670,1483911042471,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21399333,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21399333&format=geojson,,,,,automatic,0,27,nc,21399333,",nc21399333,",",nc,",",nearby-cities,origin,phase-data,",8,0.00991,0.02,91,md,earthquake,"M 1.3 - 14 km SSE of Tres Pinos, California",1989,Point,"[-121.2836667, 36.6616667, 3.51]",1989
11,1.2,"28 km NNW of Benton, California",1095760657527,1524604829124,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113934,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113934&format=geojson,,,,,reviewed,0,22,nn,00113934,",nn00113934,",",nn,",",origin,phase-data,",7,0.058,0.1526,107.6,ml,earthquake,"M 1.2 - 28 km NNW of Benton, California",1988,Point,"[-118.6439, 38.0342, 4.2]",1988
12,1,"28 km NW of Benton, California",1095760751884,1524604854392,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147564&format=geojson,,,,,reviewed,0,15,nn,00147564,",nn00147564,",",nn,",",origin,phase-data,",5,0.023,0.1082,159.72,mb,earthquake,"M 1.0 - 28 km NW of Benton, California",1987,Point,"[-118.7257, 37.9891, 3.7]",1987
13,1.3,California-Nevada border region,1095760794856,1524604829249,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00139315,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00139315&format=geojson,,,,,reviewed,0,26,nn,00139315,",nn00139315,",",nn,",",origin,phase-data,",11,0.03,0.1335,100.04,ml,earthquake,M 1.3 - California-Nevada border region,1986,Point,"[-118.7022, 37.9962, 5.5]",1986
14,1.2,"27 km NW of Benton, California",1095761158358,1524604854509,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147565,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147565&format=geojson,,,,,reviewed,0,22,nn,00147565,",nn00147565,",",nn,",",origin,phase-data,",5,0.027,0.0899,109.82,mb,earthquake,"M 1.2 - 27 km NW of Benton, California",1985,Point,"[-118.6985, 37.9914, 1.1]",1985
15,1.2,"27 km NW of Benton, California",1095761333941,1524604829405,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113936&format=geojson,,,,,reviewed,0,22,nn,00113936,",nn00113936,",",nn,",",origin,phase-data,",12,0.038,0.1363,87.61,ml,earthquake,"M 1.2 - 27 km NW of Benton, California",1984,Point,"[-118.6884, 37.9996, 6.7]",1984
16,1.4,"29 km NW of Benton, California",1095761445133,1524604829522,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113937&format=geojson,,,,,reviewed,0,30,nn,00113937,",nn00113937,",",nn,",",origin,phase-data,",4,0.034,0.0044,140.22,ml,earthquake,"M 1.4 - 29 km NW of Benton, California",1983,Point,"[-118.7143, 38.002, 0.2]",1983
17,2.01,"28 km NW of Benton, California",1095761627580,1524604829650,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396931&format=geojson,,,,,reviewed,0,62,nc,21396931,",nc21396931,nn00113938,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",30,0.03423,0.08,91,md,earthquake,"M 2.0 - 28 km NW of Benton, California",1982,Point,"[-118.6983333, 38.0001667, 2.875]",1982
18,1.1,"26 km ENE of June Lake, California",1095761783676,1524604829917,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00139334,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00139334&format=geojson,,,,,reviewed,0,19,nn,00139334,",nn00139334,",",nn,",",origin,phase-data,",5,0.106,0.0961,168.65,ml,earthquake,"M 1.1 - 26 km ENE of June Lake, California",1981,Point,"[-118.826, 37.909, 0]",1981
19,1.58,"29 km NW of Benton, California",1095761891180,1524604830047,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396921&format=geojson,,,,,reviewed,0,38,nc,21396921,",nc21396921,nn00113941,",",nc,nn,",",nearby-cities,origin,phase-data,",16,0.03153,0.05,93,md,earthquake,"M 1.6 - 29 km NW of Benton, California",1980,Point,"[-118.7153333, 37.9996667, 3.835]",1980
20,1.2,"27 km NW of Benton, California",1095762368708,1524604830306,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113942&format=geojson,,,,,reviewed,0,22,nn,00113942,",nn00113942,",",nn,",",origin,phase-data,",11,0.047,0.1065,88.68,ml,earthquake,"M 1.2 - 27 km NW of Benton, California",1979,Point,"[-118.6814, 38.0065, 4.9]",1979
21,2.3,"30 km NW of Benton, California",1095762429304,1524604854623,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00193085,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00193085&format=geojson,,,,,reviewed,0,81,nn,00193085,",nn00193085,",",nn,",",origin,phase-data,",5,0.037,0.0943,155.27,ml,earthquake,"M 2.3 - 30 km NW of Benton, California",1978,Point,"[-118.7278, 38.0035, 2.6]",1978
22,2.48,"27 km NW of Benton, California",1095762439330,1524604830446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396920&format=geojson,,,,,reviewed,0,95,nc,21396920,",nc21396920,ci10047129,nn00113943,",",nc,ci,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",40,0.04324,0.08,73,md,earthquake,"M 2.5 - 27 km NW of Benton, California",1977,Point,"[-118.6846667, 38.004, 4.975]",1977
23,1,"15km NE of Little Lake, California",1095762827520,1455637767929,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047141&format=geojson,,,,,reviewed,0,15,ci,10047141,",ci10047141,",",ci,",",nearby-cities,origin,phase-data,",7,0.00737,0.07,95,mh,earthquake,"M 1.0 - 15km NE of Little Lake, California",1976,Point,"[-117.771, 36.0201667, 1.903]",1976
24,2.13,"4km S of Chino Hills, CA",1095762901080,1459615442598,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047137&format=geojson,,,,,reviewed,0,70,ci,10047137,",ci10047137,",",ci,",",nearby-cities,origin,phase-data,",58,0.07332,0.24,38,ml,earthquake,"M 2.1 - 4km S of Chino Hills, CA",1975,Point,"[-117.7568333, 33.962, 9.19]",1975
25,1.1,"27 km NW of Benton, California",1095763192496,1524604854734,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147800&format=geojson,,,,,reviewed,0,19,nn,00147800,",nn00147800,",",nn,",",origin,phase-data,",5,0.046,0.0923,98.36,mb,earthquake,"M 1.1 - 27 km NW of Benton, California",1974,Point,"[-118.6841, 38.0065, 3.5]",1974
26,1.1,"28 km NW of Benton, California",1095763306951,1524604830829,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113947&format=geojson,,,,,reviewed,0,19,nn,00113947,",nn00113947,",",nn,",",origin,phase-data,",10,0.024,0.1201,137.54,ml,earthquake,"M 1.1 - 28 km NW of Benton, California",1973,Point,"[-118.718, 37.9919, 4.3]",1973
27,1.2,"27 km NW of Benton, California",1095763336365,1524604830947,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00139342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00139342&format=geojson,,,,,reviewed,0,22,nn,00139342,",nn00139342,",",nn,",",origin,phase-data,",11,0.042,0.1047,96.87,ml,earthquake,"M 1.2 - 27 km NW of Benton, California",1972,Point,"[-118.6893, 38.0043, 6.2]",1972
28,1.04,"27 km NW of Benton, California",1095763490580,1524604831063,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30506206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30506206&format=geojson,,,,,automatic,0,17,nc,30506206,",nc30506206,nn00113948,",",nc,nn,",",nearby-cities,origin,phase-data,",5,0.03784,0.07,102,md,earthquake,"M 1.0 - 27 km NW of Benton, California",1971,Point,"[-118.6915, 38.0015, 1.125]",1971
29,1.87,"16 km NW of Benton, California",1095763757310,1524604831188,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396935&format=geojson,,,,,reviewed,0,54,nc,21396935,",nc21396935,nn00113949,",",nc,nn,",",nearby-cities,origin,phase-data,",15,0.02432,0.04,105,md,earthquake,"M 1.9 - 16 km NW of Benton, California",1970,Point,"[-118.582, 37.937, 6.615]",1970
30,1.78,"32 km NNW of Benton, California",1095763949700,1524604831368,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396938&format=geojson,,,,,reviewed,0,49,nc,21396938,",nc21396938,nn00113950,",",nc,nn,",",nearby-cities,origin,phase-data,",12,0.3739,0.05,303,md,earthquake,"M 1.8 - 32 km NNW of Benton, California",1969,Point,"[-118.67, 38.0651667, 2.524]",1969
31,1.1,"16km E of Coso Junction, CA",1095764025730,1459557640687,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047145,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047145&format=geojson,,,,,reviewed,0,19,ci,10047145,",ci10047145,",",ci,",",nearby-cities,origin,phase-data,",10,0.01134,0.13,122,mh,earthquake,"M 1.1 - 16km E of Coso Junction, CA",1968,Point,"[-117.7746667, 36.0368333, 2.703]",1968
32,1.8,"29 km NW of Benton, California",1095764126667,1524604855122,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147807&format=geojson,,,,,reviewed,0,50,nn,00147807,",nn00147807,",",nn,",",origin,phase-data,",5,0.027,0.0726,162.48,mb,earthquake,"M 1.8 - 29 km NW of Benton, California",1967,Point,"[-118.731, 37.9923, 4.1]",1967
33,1.2,"28 km NW of Benton, California",1095764315120,1524604831522,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113951&format=geojson,,,,,reviewed,0,22,nn,00113951,",nn00113951,",",nn,",",origin,phase-data,",8,0.033,0.1263,108.44,ml,earthquake,"M 1.2 - 28 km NW of Benton, California",1966,Point,"[-118.7071, 38.0001, 2.4]",1966
34,1,"4km S of Idyllwild, CA",1095764514500,1459569235589,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047157&format=geojson,,,,,reviewed,0,15,ci,10047157,",ci10047157,",",ci,",",nearby-cities,origin,phase-data,",10,0.01033,0.11,96,mh,earthquake,"M 1.0 - 4km S of Idyllwild, CA",1965,Point,"[-116.7135, 33.7038333, 17.145]",1965
35,1.2,"28 km NW of Benton, California",1095764678312,1524604831637,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113952&format=geojson,,,,,reviewed,0,22,nn,00113952,",nn00113952,",",nn,",",origin,phase-data,",12,0.046,0.0971,106.21,ml,earthquake,"M 1.2 - 28 km NW of Benton, California",1964,Point,"[-118.693, 38.0104, 3.9]",1964
36,1.17,"27 km NW of Benton, California",1095764918840,1524604855231,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396960&format=geojson,,,,,reviewed,0,21,nc,21396960,",nc21396960,nn00147817,",",nc,nn,",",nearby-cities,origin,phase-data,",6,0.03604,0.05,171,md,earthquake,"M 1.2 - 27 km NW of Benton, California",1963,Point,"[-118.6958333, 38.0006667, 4.665]",1963
37,1.03,"28 km NW of Benton, California",1095765215980,1483911087966,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396967&format=geojson,,,,,reviewed,0,16,nc,21396967,",nc21396967,",",nc,",",nearby-cities,origin,phase-data,",6,0.04865,0.02,95,md,earthquake,"M 1.0 - 28 km NW of Benton, California",1962,Point,"[-118.685, 38.0106667, 4.485]",1962
38,1.1,"29 km NW of Benton, California",1095765286679,1524604831767,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113953,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113953&format=geojson,,,,,reviewed,0,19,nn,00113953,",nn00113953,",",nn,",",origin,phase-data,",11,0.03,0.1403,104.01,ml,earthquake,"M 1.1 - 29 km NW of Benton, California",1961,Point,"[-118.7333, 37.9943, 6.2]",1961
39,1.2,"29 km NW of Benton, California",1095765348704,1524604855332,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147823&format=geojson,,,,,reviewed,0,22,nn,00147823,",nn00147823,",",nn,",",origin,phase-data,",5,0.032,0.0729,150.35,mb,earthquake,"M 1.2 - 29 km NW of Benton, California",1960,Point,"[-118.7193, 38.0001, 5.4]",1960
40,1.06,"29 km NW of Benton, California",1095765487060,1524604831895,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396959&format=geojson,,,,,reviewed,0,17,nc,21396959,",nc21396959,nn00113954,",",nc,nn,",",nearby-cities,origin,phase-data,",5,0.03333,0.02,162,md,earthquake,"M 1.1 - 29 km NW of Benton, California",1959,Point,"[-118.7165, 38.0018333, 4.13]",1959
41,1.1,"26 km NW of Benton, California",1095765731928,1524604855547,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147833,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147833&format=geojson,,,,,reviewed,0,19,nn,00147833,",nn00147833,",",nn,",",origin,phase-data,",5,0.068,0.0914,104.26,mb,earthquake,"M 1.1 - 26 km NW of Benton, California",1958,Point,"[-118.6547, 38.0163, 5.5]",1958
42,1.55,"27 km NW of Benton, California",1095765783860,1524604832018,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396978,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396978&format=geojson,,,,,reviewed,0,37,nc,21396978,",nc21396978,nn00113955,",",nc,nn,",",nearby-cities,origin,phase-data,",9,0.04865,0.09,89,md,earthquake,"M 1.6 - 27 km NW of Benton, California",1957,Point,"[-118.6788333, 38.0073333, 0.795]",1957
43,1.68,"26 km NW of Benton, California",1095766260620,1483911098193,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30506208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30506208&format=geojson,,,,,automatic,0,43,nc,30506208,",nc30506208,",",nc,",",nearby-cities,origin,phase-data,",4,0.05676,0.02,114,md,earthquake,"M 1.7 - 26 km NW of Benton, California",1956,Point,"[-118.6656667, 38.009, 7.095]",1956
44,1.25,"8 km SW of Oak Shores, California",1095766446870,1483911101584,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68011442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68011442&format=geojson,,,,,reviewed,0,24,nc,68011442,",nc68011442,",",nc,",",nearby-cities,origin,phase-data,",5,0.06667,0.04,202,md,earthquake,"M 1.3 - 8 km SW of Oak Shores, California",1955,Point,"[-121.0458333, 35.7176667, 7.354]",1955
45,1.3,"27 km NW of Benton, California",1095766476238,1524604855765,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00147841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00147841&format=geojson,,,,,reviewed,0,26,nn,00147841,",nn00147841,",",nn,",",origin,phase-data,",5,0.033,0.109,107.37,mb,earthquake,"M 1.3 - 27 km NW of Benton, California",1954,Point,"[-118.6953, 37.9972, 6.6]",1954
46,1.85,"27 km NW of Benton, California",1095766525500,1524604832160,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396980,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21396980&format=geojson,,,,,reviewed,0,53,nc,21396980,",nc21396980,nn00113957,",",nc,nn,",",nearby-cities,origin,phase-data,",28,0.06306,0.07,89,md,earthquake,"M 1.9 - 27 km NW of Benton, California",1953,Point,"[-118.663, 38.0155, 5.76]",1953
47,3.3,"47 km SE of Imlay, Nevada",1095767595797,1524604828150,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113959&format=geojson,,,,,reviewed,0,168,nn,00113959,",nn00113959,",",nn,",",origin,phase-data,",9,0.378,0.1422,142.67,ml,earthquake,"M 3.3 - 47 km SE of Imlay, Nevada",1952,Point,"[-117.7149, 40.3904, 11.3]",1952
48,2.22,"16 km N of Princeton, California",1095767823220,1483911112669,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397007&format=geojson,,,,,reviewed,0,76,nc,21397007,",nc21397007,",",nc,",",nearby-cities,origin,phase-data,",19,0.3018,0.16,44,md,earthquake,"M 2.2 - 16 km N of Princeton, California",1951,Point,"[-121.9933333, 39.5521667, 25.427]",1951
49,1.1,"28 km NW of Benton, California",1095768231665,1524604832314,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113962&format=geojson,,,,,reviewed,0,19,nn,00113962,",nn00113962,",",nn,",",origin,phase-data,",9,0.024,0.1551,133.44,ml,earthquake,"M 1.1 - 28 km NW of Benton, California",1950,Point,"[-118.7159, 37.9917, 0.6]",1950
50,1.3,"29 km NW of Benton, California",1095768394918,1524604832439,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00139447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00139447&format=geojson,,,,,reviewed,0,26,nn,00139447,",nn00139447,",",nn,",",origin,phase-data,",12,0.068,0.1559,82.45,ml,earthquake,"M 1.3 - 29 km NW of Benton, California",1949,Point,"[-118.6809, 38.0301, 0.2]",1949
51,1.3,"27 km NNW of Benton, California",1095768509968,1524604832707,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113964,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113964&format=geojson,,,,,reviewed,0,26,nn,00113964,",nn00113964,",",nn,",",origin,phase-data,",13,0.05,0.11,114.62,ml,earthquake,"M 1.3 - 27 km NNW of Benton, California",1948,Point,"[-118.6248, 38.0323, 6.7]",1948
52,1.56,"27 km NNW of Benton, California",1095768704340,1524604832841,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397008&format=geojson,,,,,reviewed,0,37,nc,21397008,",nc21397008,nn00113965,",",nc,nn,",",nearby-cities,origin,phase-data,",8,0.06486,0.07,104,md,earthquake,"M 1.6 - 27 km NNW of Benton, California",1947,Point,"[-118.6498333, 38.0298333, 3.175]",1947
53,1.2,"14 km SW of Aspen Springs, California",1095768888500,1483911123361,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397009&format=geojson,,,,,reviewed,0,22,nc,21397009,",nc21397009,",",nc,",",nearby-cities,origin,phase-data,",7,0.1486,0.05,277,md,earthquake,"M 1.2 - 14 km SW of Aspen Springs, California",1946,Point,"[-118.8433333, 37.4755, 7.381]",1946
54,1.2,"29 km NW of Benton, California",1095769094542,1524604832995,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113967&format=geojson,,,,,reviewed,0,22,nn,00113967,",nn00113967,",",nn,",",origin,phase-data,",14,0.028,0.1469,95.98,ml,earthquake,"M 1.2 - 29 km NW of Benton, California",1945,Point,"[-118.7355, 37.9909, 4.9]",1945
55,1.3,"29 km NW of Benton, California",1095769133847,1524604833128,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00113968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00113968&format=geojson,,,,,reviewed,0,26,nn,00113968,",nn00113968,",",nn,",",origin,phase-data,",15,0.034,0.1282,94.52,ml,earthquake,"M 1.3 - 29 km NW of Benton, California",1944,Point,"[-118.7214, 38.0018, 8.3]",1944
56,1.23,"29 km NW of Benton, California",1095769261400,1524604833266,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397013,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397013&format=geojson,,,,,reviewed,0,23,nc,21397013,",nc21397013,nn00113969,",",nc,nn,",",nearby-cities,origin,phase-data,",9,0.03063,0.04,126,md,earthquake,"M 1.2 - 29 km NW of Benton, California",1943,Point,"[-118.7251667, 37.9978333, 5.495]",1943
57,1.74,"11 km NNE of Cayucos, California",1095769486310,1483911131024,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68011443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68011443&format=geojson,,,,,reviewed,0,47,nc,68011443,",nc68011443,",",nc,",",nearby-cities,origin,phase-data,",13,0.04595,0.17,191,md,earthquake,"M 1.7 - 11 km NNE of Cayucos, California",1942,Point,"[-120.8503333, 35.5366667, 5.535]",1942
58,1.9,"28 km NW of Benton, California",1095769528193,1524604856320,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00148064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00148064&format=geojson,,,,,reviewed,0,56,nn,00148064,",nn00148064,",",nn,",",origin,phase-data,",4,0.02,0.1185,162.96,ml,earthquake,"M 1.9 - 28 km NW of Benton, California",1941,Point,"[-118.7285, 37.9857, 1.9]",1941
59,1.94,"28 km NW of Benton, California",1095769549530,1524604833407,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397014,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397014&format=geojson,,,,,reviewed,0,58,nc,21397014,",nc21397014,nn00113970,",",nc,nn,",",nearby-cities,origin,phase-data,",25,0.06396,0.07,94,md,earthquake,"M 1.9 - 28 km NW of Benton, California",1940,Point,"[-118.6691667, 38.0211667, 6.965]",1940
